Name,Address,City,CountryCode,Weekdays,Start_Hours,Start_Minutes,End_Hour,End_Minutes,Rating
Picture,110 Great Portland Street,London,GB,2,17,00,02,00,4.0
Picture,110 Great Portland Street,London,GB,3,17,00,02,00,4.0
Picture,110 Great Portland Street,London,GB,4,17,00,02,00,4.0
Picture,110 Great Portland Street,London,GB,5,17,00,02,00,4.0
Picture,110 Great Portland Street,London,GB,6,17,00,02,00,4.0
Pie Bar,1361 E Olive Way,Seattle,US,0,06,00,23,00,4.5
Pie Bar,1361 E Olive Way,Seattle,US,1,06,00,23,00,4.5
Pie Bar,1361 E Olive Way,Seattle,US,2,06,00,23,00,4.5
Pie Bar,1361 E Olive Way,Seattle,US,3,06,00,23,00,4.5
Pie Bar,1361 E Olive Way,Seattle,US,4,06,00,23,00,4.5
Pie Bar,1361 E Olive Way,Seattle,US,5,06,00,23,00,4.5
Pie Bar,1361 E Olive Way,Seattle,US,6,06,00,18,00,4.5
Pie Face,171 Castlereagh St,Sydney,AU,0,05,00,00,00,4.0
Pie Face,171 Castlereagh St,Sydney,AU,1,05,00,00,00,4.0
Pie Face,171 Castlereagh St,Sydney,AU,2,05,00,00,00,4.0
Pie Face,171 Castlereagh St,Sydney,AU,3,00,00,00,00,4.0
Pie Face,171 Castlereagh St,Sydney,AU,4,00,00,00,00,4.0
Pie Face,171 Castlereagh St,Sydney,AU,5,00,00,00,00,4.0
Pie Face,171 Castlereagh St,Sydney,AU,6,05,00,00,00,4.0
Pie Face,"Shop10, World Square Shopping Centre",Sydney,AU,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,3.5
Pie in the Sky Pizza,320 S Tryon St,Charlotte,US,0,11,00,18,30,4.5
Pie in the Sky Pizza,320 S Tryon St,Charlotte,US,1,11,00,18,30,4.5
Pie in the Sky Pizza,320 S Tryon St,Charlotte,US,2,11,00,18,30,4.5
Pie in the Sky Pizza,320 S Tryon St,Charlotte,US,3,11,00,18,30,4.5
Pie in the Sky Pizza,320 S Tryon St,Charlotte,US,4,11,00,18,30,4.5
Pie in the Sky Pizza,320 S Tryon St,Charlotte,US,5,11,00,17,30,4.5
Pie Me Over,6070 S Rainbow Blvd,Las Vegas,US,0,15,00,00,00,4.5
Pie Me Over,6070 S Rainbow Blvd,Las Vegas,US,1,11,00,22,00,4.5
Pie Me Over,6070 S Rainbow Blvd,Las Vegas,US,2,11,00,22,00,4.5
Pie Me Over,6070 S Rainbow Blvd,Las Vegas,US,3,11,00,22,00,4.5
Pie Me Over,6070 S Rainbow Blvd,Las Vegas,US,4,11,00,00,00,4.5
Pie Me Over,6070 S Rainbow Blvd,Las Vegas,US,5,15,00,00,00,4.5
Pie Me Over,6070 S Rainbow Blvd,Las Vegas,US,6,15,00,21,00,4.5
Pie Sci,5163 Trumbull Ave,Detroit,US,3,12,00,21,00,4.5
Pie Sci,5163 Trumbull Ave,Detroit,US,4,12,00,21,00,4.5
Pie Sci,5163 Trumbull Ave,Detroit,US,5,12,00,21,00,4.5
Piebury Corner,209-211 Holloway Road,London,GB,0,10,00,17,30,4.5
Piebury Corner,209-211 Holloway Road,London,GB,1,10,00,17,30,4.5
Piebury Corner,209-211 Holloway Road,London,GB,2,10,00,17,30,4.5
Piebury Corner,209-211 Holloway Road,London,GB,3,10,00,17,30,4.5
Piebury Corner,209-211 Holloway Road,London,GB,4,10,00,17,30,4.5
Piebury Corner,209-211 Holloway Road,London,GB,5,10,00,17,30,4.5
Piebury Corner,209-211 Holloway Road,London,GB,6,10,00,17,30,4.5
Pieminister,Gabriel's Wharf,London,GB,0,11,00,21,00,4.0
Pieminister,Gabriel's Wharf,London,GB,1,11,00,21,00,4.0
Pieminister,Gabriel's Wharf,London,GB,2,11,00,21,00,4.0
Pieminister,Gabriel's Wharf,London,GB,3,11,00,21,00,4.0
Pieminister,Gabriel's Wharf,London,GB,4,11,00,21,00,4.0
Pieminister,Gabriel's Wharf,London,GB,5,11,00,21,00,4.0
Pieminister,Gabriel's Wharf,London,GB,6,11,00,21,00,4.0
Pieology Pizzeria,325 Summit Blvd,Birmingham,US,0,11,00,22,00,3.5
Pieology Pizzeria,325 Summit Blvd,Birmingham,US,1,11,00,22,00,3.5
Pieology Pizzeria,325 Summit Blvd,Birmingham,US,2,11,00,22,00,3.5
Pieology Pizzeria,325 Summit Blvd,Birmingham,US,3,11,00,22,00,3.5
Pieology Pizzeria,325 Summit Blvd,Birmingham,US,4,11,00,23,00,3.5
Pieology Pizzeria,325 Summit Blvd,Birmingham,US,5,11,00,23,00,3.5
Pieology Pizzeria,325 Summit Blvd,Birmingham,US,6,11,00,22,00,3.5
Pieology Pizzeria,365 Hughes Center Dr,Las Vegas,US,0,10,30,22,00,4.5
Pieology Pizzeria,365 Hughes Center Dr,Las Vegas,US,1,10,30,22,00,4.5
Pieology Pizzeria,365 Hughes Center Dr,Las Vegas,US,2,10,30,22,00,4.5
Pieology Pizzeria,365 Hughes Center Dr,Las Vegas,US,3,10,30,22,00,4.5
Pieology Pizzeria,365 Hughes Center Dr,Las Vegas,US,4,11,00,23,00,4.5
Pieology Pizzeria,365 Hughes Center Dr,Las Vegas,US,5,11,00,23,00,4.5
Pieology Pizzeria,365 Hughes Center Dr,Las Vegas,US,6,11,00,22,00,4.5
Pieology Pizzeria,1095 East Brokaw Road,San Jose,US,0,11,00,18,00,4.0
Pieology Pizzeria,1095 East Brokaw Road,San Jose,US,2,11,00,18,00,4.0
Pieology Pizzeria,1095 East Brokaw Road,San Jose,US,3,10,00,18,00,4.0
Pieology Pizzeria,1095 East Brokaw Road,San Jose,US,4,10,00,18,00,4.0
Pieology Pizzeria,1095 East Brokaw Road,San Jose,US,5,10,00,18,00,4.0
Pieology Pizzeria,1095 East Brokaw Road,San Jose,US,6,10,00,18,00,4.0
Pierogi Cafe,1717 S Decatur Blvd,Las Vegas,US,0,11,00,17,00,4.5
Pierogi Cafe,1717 S Decatur Blvd,Las Vegas,US,1,11,00,19,00,4.5
Pierogi Cafe,1717 S Decatur Blvd,Las Vegas,US,2,11,00,19,00,4.5
Pierogi Cafe,1717 S Decatur Blvd,Las Vegas,US,4,11,00,19,00,4.5
Pierogi Cafe,1717 S Decatur Blvd,Las Vegas,US,5,11,00,17,00,4.5
Pierogi Cafe,1717 S Decatur Blvd,Las Vegas,US,6,11,00,17,00,4.5
Pierogi Heaven,169 N Wells St,Chicago,US,0,12,00,00,00,4.5
Pierogi Heaven,169 N Wells St,Chicago,US,1,12,00,00,00,4.5
Pierogi Heaven,169 N Wells St,Chicago,US,2,12,00,00,00,4.5
Pierogi Heaven,169 N Wells St,Chicago,US,3,12,00,00,00,4.5
Pierogi Heaven,169 N Wells St,Chicago,US,4,12,00,00,00,4.5
Pierogi Heaven,169 N Wells St,Chicago,US,5,12,00,00,00,4.5
Pierogi Heaven,169 N Wells St,Chicago,US,6,12,00,23,00,4.5
Pierre Victoire,5 Dean Street,London,GB,0,11,00,22,00,4.0
Pierre Victoire,5 Dean Street,London,GB,1,11,00,22,00,4.0
Pierre Victoire,5 Dean Street,London,GB,2,11,00,22,00,4.0
Pierre Victoire,5 Dean Street,London,GB,3,11,00,22,00,4.0
Pierre Victoire,5 Dean Street,London,GB,4,11,00,00,00,4.0
Pierre Victoire,5 Dean Street,London,GB,5,11,00,00,00,4.0
Pierre Victoire,5 Dean Street,London,GB,6,11,00,21,00,4.0
Pies & Pints,125 20th St S,Birmingham,US,0,09,00,00,00,4.5
Pies & Pints,125 20th St S,Birmingham,US,1,09,00,00,00,4.5
Pies & Pints,125 20th St S,Birmingham,US,2,09,00,00,00,4.5
Pies & Pints,125 20th St S,Birmingham,US,3,09,00,00,00,4.5
Pies & Pints,125 20th St S,Birmingham,US,4,09,00,00,00,4.5
Pies & Pints,125 20th St S,Birmingham,US,5,10,00,00,00,4.5
Pies & Pints,125 20th St S,Birmingham,US,6,10,00,00,00,4.5
Pies-n-Thighs,166 S 4th St,Brooklyn,US,0,17,00,22,00,4.0
Pies-n-Thighs,166 S 4th St,Brooklyn,US,1,17,00,23,00,4.0
Pies-n-Thighs,166 S 4th St,Brooklyn,US,2,17,00,23,00,4.0
Pies-n-Thighs,166 S 4th St,Brooklyn,US,3,17,00,23,00,4.0
Pies-n-Thighs,166 S 4th St,Brooklyn,US,4,17,00,00,00,4.0
Pies-n-Thighs,166 S 4th St,Brooklyn,US,5,11,00,15,30,4.0
Pies-n-Thighs,166 S 4th St,Brooklyn,US,5,17,00,00,00,4.0
Pies-n-Thighs,166 S 4th St,Brooklyn,US,6,11,00,15,30,4.0
Pies-n-Thighs,166 S 4th St,Brooklyn,US,6,17,00,22,00,4.0
Pig and Khao,68 Clinton St,New York,US,0,00,00,00,00,4.0
Pig and Khao,68 Clinton St,New York,US,1,00,00,00,00,4.0
Pig and Khao,68 Clinton St,New York,US,2,00,00,00,00,4.0
Pig and Khao,68 Clinton St,New York,US,3,00,00,00,00,4.0
Pig and Khao,68 Clinton St,New York,US,4,00,00,00,00,4.0
Pig and Khao,68 Clinton St,New York,US,5,00,00,00,00,4.0
Pig and Khao,68 Clinton St,New York,US,6,00,00,00,00,4.0
Pig N Whistle Queen St,Queen St Mall,Brisbane,AU,0,11,00,20,00,2.5
Pig N Whistle Queen St,Queen St Mall,Brisbane,AU,1,11,00,20,00,2.5
Pig N Whistle Queen St,Queen St Mall,Brisbane,AU,2,11,00,20,00,2.5
Pig N Whistle Queen St,Queen St Mall,Brisbane,AU,3,11,00,20,00,2.5
Pig N Whistle Queen St,Queen St Mall,Brisbane,AU,4,11,00,21,00,2.5
Pig N Whistle Queen St,Queen St Mall,Brisbane,AU,5,11,00,21,00,2.5
Pig N Whistle Queen St,Queen St Mall,Brisbane,AU,6,11,00,19,00,2.5
Pike Place Chowder,Pacific Place Shopping Center,Seattle,US,0,12,00,22,00,4.0
Pike Place Chowder,Pacific Place Shopping Center,Seattle,US,1,12,00,22,00,4.0
Pike Place Chowder,Pacific Place Shopping Center,Seattle,US,2,12,00,22,00,4.0
Pike Place Chowder,Pacific Place Shopping Center,Seattle,US,3,12,00,00,00,4.0
Pike Place Chowder,Pacific Place Shopping Center,Seattle,US,4,12,00,00,00,4.0
Pike Place Chowder,Pacific Place Shopping Center,Seattle,US,5,12,00,00,00,4.0
Pike Place Chowder,Pacific Place Shopping Center,Seattle,US,6,12,00,22,00,4.0
Pilgrim Bar,Vaults 15-19 Federation Wharf,Melbourne,AU,0,10,00,21,00,3.0
Pilgrim Bar,Vaults 15-19 Federation Wharf,Melbourne,AU,1,10,00,21,00,3.0
Pilgrim Bar,Vaults 15-19 Federation Wharf,Melbourne,AU,2,10,00,21,00,3.0
Pilgrim Bar,Vaults 15-19 Federation Wharf,Melbourne,AU,3,10,00,21,00,3.0
Pilgrim Bar,Vaults 15-19 Federation Wharf,Melbourne,AU,4,10,00,16,00,3.0
Pilgrim Bar,Vaults 15-19 Federation Wharf,Melbourne,AU,6,11,00,18,00,3.0
Pilpel,38 Brushfield Street,London,GB,0,09,30,21,30,4.5
Pilpel,38 Brushfield Street,London,GB,1,09,30,21,30,4.5
Pilpel,38 Brushfield Street,London,GB,2,09,30,21,30,4.5
Pilpel,38 Brushfield Street,London,GB,3,09,30,21,30,4.5
Pilpel,38 Brushfield Street,London,GB,4,09,30,21,30,4.5
Pilpel,38 Brushfield Street,London,GB,5,09,30,21,30,4.5
Pimento Grill,4405 Bowen Rd SE,Washington,US,0,07,30,15,00,4.0
Pimento Grill,4405 Bowen Rd SE,Washington,US,1,07,30,15,00,4.0
Pimento Grill,4405 Bowen Rd SE,Washington,US,2,07,30,15,00,4.0
Pimento Grill,4405 Bowen Rd SE,Washington,US,3,07,30,15,00,4.0
Pimento Grill,4405 Bowen Rd SE,Washington,US,4,07,30,15,00,4.0
Pimento Grill,4405 Bowen Rd SE,Washington,US,5,09,00,17,00,4.0
Pimento Grill,4405 Bowen Rd SE,Washington,US,6,09,00,17,00,4.0
Pimlico Fresh,85 Wilton Road,London,GB,0,09,00,23,00,4.5
Pimlico Fresh,85 Wilton Road,London,GB,1,09,00,23,00,4.5
Pimlico Fresh,85 Wilton Road,London,GB,2,09,00,23,00,4.5
Pimlico Fresh,85 Wilton Road,London,GB,3,09,00,23,00,4.5
Pimlico Fresh,85 Wilton Road,London,GB,4,09,00,01,00,4.5
Pimlico Fresh,85 Wilton Road,London,GB,5,09,00,01,00,4.5
Pimlico Fresh,85 Wilton Road,London,GB,6,09,00,22,00,4.5
Pinches Tacos,9205 W Russell Rd,Las Vegas,US,0,09,00,23,00,4.0
Pinches Tacos,9205 W Russell Rd,Las Vegas,US,1,09,00,23,00,4.0
Pinches Tacos,9205 W Russell Rd,Las Vegas,US,2,09,00,23,00,4.0
Pinches Tacos,9205 W Russell Rd,Las Vegas,US,3,09,00,23,00,4.0
Pinches Tacos,9205 W Russell Rd,Las Vegas,US,4,09,00,01,00,4.0
Pinches Tacos,9205 W Russell Rd,Las Vegas,US,5,09,00,01,00,4.0
Pinches Tacos,9205 W Russell Rd,Las Vegas,US,6,09,00,23,00,4.0
Pinches Tacos,Shipping Container Park,Las Vegas,US,0,12,00,22,00,4.0
Pinches Tacos,Shipping Container Park,Las Vegas,US,1,12,00,22,00,4.0
Pinches Tacos,Shipping Container Park,Las Vegas,US,2,12,00,22,00,4.0
Pinches Tacos,Shipping Container Park,Las Vegas,US,3,12,00,22,00,4.0
Pinches Tacos,Shipping Container Park,Las Vegas,US,4,12,00,22,00,4.0
Pinches Tacos,Shipping Container Park,Las Vegas,US,5,12,00,22,00,4.0
Pinches Tacos,Shipping Container Park,Las Vegas,US,6,12,00,22,00,4.0
Pinchos,749 Newcastle St,Leederville,AU,1,08,00,14,00,4.0
Pinchos,749 Newcastle St,Leederville,AU,1,17,00,21,30,4.0
Pinchos,749 Newcastle St,Leederville,AU,2,08,00,14,00,4.0
Pinchos,749 Newcastle St,Leederville,AU,2,17,00,21,30,4.0
Pinchos,749 Newcastle St,Leederville,AU,3,08,00,14,00,4.0
Pinchos,749 Newcastle St,Leederville,AU,3,17,00,21,30,4.0
Pinchos,749 Newcastle St,Leederville,AU,4,08,00,14,00,4.0
Pinchos,749 Newcastle St,Leederville,AU,4,17,00,21,30,4.0
Pinchos,749 Newcastle St,Leederville,AU,5,08,00,16,00,4.0
Pineapple & Pearls,715 8th St SE,Washington,US,0,11,00,22,30,4.5
Pineapple & Pearls,715 8th St SE,Washington,US,1,11,00,22,30,4.5
Pineapple & Pearls,715 8th St SE,Washington,US,2,11,00,22,30,4.5
Pineapple & Pearls,715 8th St SE,Washington,US,3,11,00,23,30,4.5
Pineapple & Pearls,715 8th St SE,Washington,US,4,11,00,23,30,4.5
Pineapple & Pearls,715 8th St SE,Washington,US,5,12,00,23,30,4.5
Pineapple & Pearls,715 8th St SE,Washington,US,6,12,00,22,30,4.5
Ping Pong St Christopher's Place,29 A James Street,London,GB,0,11,00,21,30,4.0
Ping Pong St Christopher's Place,29 A James Street,London,GB,1,11,00,21,30,4.0
Ping Pong St Christopher's Place,29 A James Street,London,GB,2,11,00,21,30,4.0
Ping Pong St Christopher's Place,29 A James Street,London,GB,3,11,00,21,30,4.0
Ping Pong St Christopher's Place,29 A James Street,London,GB,4,11,00,22,00,4.0
Ping Pong St Christopher's Place,29 A James Street,London,GB,5,12,00,22,00,4.0
Ping Pong St Christopher's Place,29 A James Street,London,GB,6,12,00,21,30,4.0
Pinkaew Thai Cuisine,5101 25th Ave NE,Seattle,US,0,11,00,02,00,4.0
Pinkaew Thai Cuisine,5101 25th Ave NE,Seattle,US,1,11,00,02,00,4.0
Pinkaew Thai Cuisine,5101 25th Ave NE,Seattle,US,2,11,00,02,00,4.0
Pinkaew Thai Cuisine,5101 25th Ave NE,Seattle,US,3,11,00,02,00,4.0
Pinkaew Thai Cuisine,5101 25th Ave NE,Seattle,US,4,11,00,02,00,4.0
Pinkaew Thai Cuisine,5101 25th Ave NE,Seattle,US,5,11,00,00,00,4.0
Pinkaew Thai Cuisine,5101 25th Ave NE,Seattle,US,6,11,00,00,00,4.0
Pink's Pizza,4701 Calhoun Rd,Houston,US,1,11,00,19,30,3.5
Pink's Pizza,4701 Calhoun Rd,Houston,US,2,11,00,19,30,3.5
Pink's Pizza,4701 Calhoun Rd,Houston,US,3,11,00,19,30,3.5
Pink's Pizza,4701 Calhoun Rd,Houston,US,4,11,00,19,30,3.5
Pink's Pizza,4701 Calhoun Rd,Houston,US,5,14,00,19,30,3.5
Pink's Pizza,4701 Calhoun Rd,Houston,US,6,11,00,18,30,3.5
Pinoy Lechon BBQ & Grill,2011 Tully Rd,San Jose,US,0,11,00,02,00,3.5
Pinoy Lechon BBQ & Grill,2011 Tully Rd,San Jose,US,1,11,00,02,00,3.5
Pinoy Lechon BBQ & Grill,2011 Tully Rd,San Jose,US,2,11,00,02,00,3.5
Pinoy Lechon BBQ & Grill,2011 Tully Rd,San Jose,US,3,11,00,02,00,3.5
Pinoy Lechon BBQ & Grill,2011 Tully Rd,San Jose,US,4,11,00,02,00,3.5
Pinoy Lechon BBQ & Grill,2011 Tully Rd,San Jose,US,5,11,00,02,00,3.5
Pinoy Lechon BBQ & Grill,2011 Tully Rd,San Jose,US,6,11,00,00,00,3.5
Pint Central,1226 Central Ave,Charlotte,US,0,11,00,23,00,4.0
Pint Central,1226 Central Ave,Charlotte,US,1,11,00,23,00,4.0
Pint Central,1226 Central Ave,Charlotte,US,2,11,00,23,00,4.0
Pint Central,1226 Central Ave,Charlotte,US,3,11,00,23,00,4.0
Pint Central,1226 Central Ave,Charlotte,US,4,11,00,00,00,4.0
Pint Central,1226 Central Ave,Charlotte,US,5,11,00,00,00,4.0
Pint Central,1226 Central Ave,Charlotte,US,6,11,00,23,00,4.0
Pio Pio 8,604 10th Ave,New York,US,0,11,00,22,00,4.0
Pio Pio 8,604 10th Ave,New York,US,1,11,00,22,00,4.0
Pio Pio 8,604 10th Ave,New York,US,2,11,00,22,00,4.0
Pio Pio 8,604 10th Ave,New York,US,3,11,00,22,00,4.0
Pio Pio 8,604 10th Ave,New York,US,4,11,00,22,00,4.0
Pio Pio 8,604 10th Ave,New York,US,5,11,00,22,00,4.0
Pio Pio 8,604 10th Ave,New York,US,6,12,00,21,00,4.0
Pio Pio,1408 E Blvd,Charlotte,US,0,11,00,23,00,4.0
Pio Pio,1408 E Blvd,Charlotte,US,1,11,00,23,00,4.0
Pio Pio,1408 E Blvd,Charlotte,US,2,11,00,23,00,4.0
Pio Pio,1408 E Blvd,Charlotte,US,3,11,00,23,00,4.0
Pio Pio,1408 E Blvd,Charlotte,US,4,11,00,00,00,4.0
Pio Pio,1408 E Blvd,Charlotte,US,5,12,00,00,00,4.0
Pio Pio,1408 E Blvd,Charlotte,US,6,12,00,23,00,4.0
Piola,3201 Louisiana St,Houston,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,4.0
Pipers Tryst,32 McPhater St,Glasgow,GB,0,07,00,16,30,4.0
Pipers Tryst,32 McPhater St,Glasgow,GB,1,07,00,16,30,4.0
Pipers Tryst,32 McPhater St,Glasgow,GB,2,07,00,16,30,4.0
Pipers Tryst,32 McPhater St,Glasgow,GB,3,07,00,16,30,4.0
Pipers Tryst,32 McPhater St,Glasgow,GB,4,07,00,16,00,4.0
Pipers Tryst,32 McPhater St,Glasgow,GB,5,08,00,14,00,4.0
Piroshki On Madison,1219 Madison St,Seattle,US,0,08,00,18,00,4.5
Piroshki On Madison,1219 Madison St,Seattle,US,1,08,00,18,00,4.5
Piroshki On Madison,1219 Madison St,Seattle,US,2,08,00,18,00,4.5
Piroshki On Madison,1219 Madison St,Seattle,US,3,08,00,18,00,4.5
Piroshki On Madison,1219 Madison St,Seattle,US,4,08,00,18,00,4.5
Piroshki On Madison,1219 Madison St,Seattle,US,5,08,00,18,30,4.5
Piroshki On Madison,1219 Madison St,Seattle,US,6,08,00,18,30,4.5
Piroshky Piroshky,1908 Pike Pl,Seattle,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,4.5
Pistachio Cafe,102 Alinga St,Canberra,AU,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,0.0
Pistachio Dining at Torrens,Torrens Pl,Torrens,AU,0,16,00,02,00,5.0
Pistachio Dining at Torrens,Torrens Pl,Torrens,AU,1,16,00,02,00,5.0
Pistachio Dining at Torrens,Torrens Pl,Torrens,AU,2,16,00,02,00,5.0
Pistachio Dining at Torrens,Torrens Pl,Torrens,AU,3,16,00,02,00,5.0
Pistachio Dining at Torrens,Torrens Pl,Torrens,AU,4,16,00,02,00,5.0
Pistachio Dining at Torrens,Torrens Pl,Torrens,AU,5,11,00,02,00,5.0
Pistachio Dining at Torrens,Torrens Pl,Torrens,AU,6,11,00,02,00,5.0
Pistolero's,1517 Westheimer Rd,Houston,US,0,10,30,20,00,3.0
Pistolero's,1517 Westheimer Rd,Houston,US,1,10,30,20,00,3.0
Pistolero's,1517 Westheimer Rd,Houston,US,2,10,30,20,00,3.0
Pistolero's,1517 Westheimer Rd,Houston,US,3,10,30,20,00,3.0
Pistolero's,1517 Westheimer Rd,Houston,US,4,10,30,20,00,3.0
Pistolero's,1517 Westheimer Rd,Houston,US,5,11,00,19,00,3.0
Pita Bistro,4740 S 48th St,Phoenix,US,0,08,00,22,00,4.0
Pita Bistro,4740 S 48th St,Phoenix,US,1,08,00,22,00,4.0
Pita Bistro,4740 S 48th St,Phoenix,US,2,08,00,22,00,4.0
Pita Bistro,4740 S 48th St,Phoenix,US,3,08,00,22,00,4.0
Pita Bistro,4740 S 48th St,Phoenix,US,4,08,00,22,00,4.0
Pita Bistro,4740 S 48th St,Phoenix,US,5,10,00,22,00,4.0
Pita Bistro,4740 S 48th St,Phoenix,US,6,10,00,22,00,4.0
Pita,473 Albany St,Boston,US,0,10,00,23,00,4.0
Pita,473 Albany St,Boston,US,1,10,00,23,00,4.0
Pita,473 Albany St,Boston,US,2,10,00,23,00,4.0
Pita,473 Albany St,Boston,US,3,10,00,23,00,4.0
Pita,473 Albany St,Boston,US,4,10,00,23,00,4.0
Pita,473 Albany St,Boston,US,5,10,00,23,00,4.0
Pita,473 Albany St,Boston,US,6,10,00,23,00,4.0
Pita,197A Massachusetts Ave,Boston,US,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,4.0
Pita Loco,2000 2nd Ave N,Birmingham,US,0,08,30,21,00,4.5
Pita Loco,2000 2nd Ave N,Birmingham,US,1,08,30,21,00,4.5
Pita Loco,2000 2nd Ave N,Birmingham,US,2,08,30,21,00,4.5
Pita Loco,2000 2nd Ave N,Birmingham,US,3,08,30,21,00,4.5
Pita Loco,2000 2nd Ave N,Birmingham,US,4,08,30,21,00,4.5
Pita Loco,2000 2nd Ave N,Birmingham,US,5,09,00,20,00,4.5
Pita Loco,2000 2nd Ave N,Birmingham,US,6,11,00,16,00,4.5
Pita Pit Braddon,Shop 4,Braddon,AU,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,4.0
Pita Pit North Sydney,Shop 22,Sydney,AU,0,11,00,21,00,5.0
Pita Pit North Sydney,Shop 22,Sydney,AU,1,11,00,21,00,5.0
Pita Pit North Sydney,Shop 22,Sydney,AU,2,11,00,21,00,5.0
Pita Pit North Sydney,Shop 22,Sydney,AU,3,11,00,21,00,5.0
Pita Pit North Sydney,Shop 22,Sydney,AU,4,11,00,14,30,5.0
Pita Pit North Sydney,Shop 22,Sydney,AU,4,17,00,22,00,5.0
Pita Pit North Sydney,Shop 22,Sydney,AU,5,11,00,14,30,5.0
Pita Pit North Sydney,Shop 22,Sydney,AU,5,17,00,22,00,5.0
Pita Stop,1106 12th St S,Birmingham,US,0,08,00,16,00,4.0
Pita Stop,1106 12th St S,Birmingham,US,1,08,00,16,00,4.0
Pita Stop,1106 12th St S,Birmingham,US,2,08,00,16,00,4.0
Pita Stop,1106 12th St S,Birmingham,US,3,08,00,16,00,4.0
Pita Stop,1106 12th St S,Birmingham,US,4,08,00,16,00,4.0
Pita Thyme,102 Water St,Boston,US,0,12,00,22,30,4.5
Pita Thyme,102 Water St,Boston,US,1,12,00,23,30,4.5
Pita Thyme,102 Water St,Boston,US,2,12,00,23,30,4.5
Pita Thyme,102 Water St,Boston,US,3,12,00,00,00,4.5
Pita Thyme,102 Water St,Boston,US,4,12,00,00,00,4.5
Pita Thyme,102 Water St,Boston,US,5,12,00,00,00,4.5
Pita Thyme,102 Water St,Boston,US,6,12,00,22,30,4.5
Pix,63 Neal Street,London,GB,1,11,00,21,00,4.0
Pix,63 Neal Street,London,GB,2,11,00,21,00,4.0
Pix,63 Neal Street,London,GB,3,11,00,21,00,4.0
Pix,63 Neal Street,London,GB,4,11,00,22,00,4.0
Pix,63 Neal Street,London,GB,5,11,00,22,00,4.0
Pix,63 Neal Street,London,GB,6,11,00,21,00,4.0
Pizaro's Pizza Napoletana,1000 W Gray St,Houston,US,0,16,00,23,00,4.0
Pizaro's Pizza Napoletana,1000 W Gray St,Houston,US,1,16,00,23,00,4.0
Pizaro's Pizza Napoletana,1000 W Gray St,Houston,US,2,16,00,23,00,4.0
Pizaro's Pizza Napoletana,1000 W Gray St,Houston,US,3,16,00,23,00,4.0
Pizaro's Pizza Napoletana,1000 W Gray St,Houston,US,4,16,00,01,00,4.0
Pizaro's Pizza Napoletana,1000 W Gray St,Houston,US,5,16,00,01,00,4.0
Pizaro's Pizza Napoletana,1000 W Gray St,Houston,US,6,16,00,00,00,4.0
Pizza 4u,210 Rice Lane,Liverpool,GB,0,11,30,22,00,0.0
Pizza 4u,210 Rice Lane,Liverpool,GB,1,11,30,22,00,0.0
Pizza 4u,210 Rice Lane,Liverpool,GB,2,11,30,22,00,0.0
Pizza 4u,210 Rice Lane,Liverpool,GB,3,11,30,22,00,0.0
Pizza 4u,210 Rice Lane,Liverpool,GB,4,11,30,23,00,0.0
Pizza 4u,210 Rice Lane,Liverpool,GB,5,11,30,23,00,0.0
Pizza 4u,210 Rice Lane,Liverpool,GB,6,11,30,22,00,0.0
Pizza Antica,334 Santana Row,San Jose,US,2,17,00,21,00,4.0
Pizza Antica,334 Santana Row,San Jose,US,3,17,00,21,00,4.0
Pizza Antica,334 Santana Row,San Jose,US,4,17,00,21,00,4.0
Pizza Antica,334 Santana Row,San Jose,US,5,17,00,21,00,4.0
Pizza Antica,334 Santana Row,San Jose,US,6,17,00,21,00,4.0
Pizza Arte,13 Leichhardt St,Kingston,AU,0,17,30,21,00,5.0
Pizza Arte,13 Leichhardt St,Kingston,AU,1,17,30,21,00,5.0
Pizza Arte,13 Leichhardt St,Kingston,AU,3,17,30,21,00,5.0
Pizza Arte,13 Leichhardt St,Kingston,AU,4,17,30,21,00,5.0
Pizza Arte,13 Leichhardt St,Kingston,AU,5,17,00,21,00,5.0
Pizza Arte,13 Leichhardt St,Kingston,AU,6,17,00,21,00,5.0
Pizza Artigiana,2/39-47 Bowman St,Macquarie,AU,1,17,00,22,30,5.0
Pizza Artigiana,2/39-47 Bowman St,Macquarie,AU,2,17,00,22,30,5.0
Pizza Artigiana,2/39-47 Bowman St,Macquarie,AU,3,17,00,22,30,5.0
Pizza Artigiana,2/39-47 Bowman St,Macquarie,AU,4,17,00,22,30,5.0
Pizza Artigiana,2/39-47 Bowman St,Macquarie,AU,5,17,00,22,30,5.0
Pizza Artigiana,2/39-47 Bowman St,Macquarie,AU,6,17,00,22,30,5.0
Pizza Da Noi,"Shop 4, 198 - 206 St Johns Rd",Sydney,AU,Not Updated,Not Updated,Not Updated,Not Updated,Not Updated,5.0
Pizza Express,31 Keel Wharf,Liverpool,GB,1,17,30,21,00,4.0
Pizza Express,31 Keel Wharf,Liverpool,GB,2,17,30,21,00,4.0
Pizza Express,31 Keel Wharf,Liverpool,GB,3,17,30,21,00,4.0
